Slur,Represents,Origin,
Shit Palm,Whites,They never wash their hands when they go to the washroom
Shit-Eater,Germans,"Feces eating is a fetish that originated in Germany, otherwise known as scat sex or shit sex eg. shit eating, rubbing shit, etc."
Shit-Kicker,Whites,From farmers or country boys walking through the cow pastures.
Shit-Slinger,Blacks,A typical behavior of monkeys is to throw feces.
Shitheel,Blacks,Slang term for a Black servant. Southern origins.
Shitskin,Blacks,Color of skin.
Shnozzle,Jews,"They have large noses, or ""shnozzes."""
Shoe,Dutch,Name is derived from the wooden shoes they would wear.
Shoe Shiner,Blacks,Many shoe shiners in cities are black.
Shonnicker,Jews,Early 20th century American
Shoobie,Canadians,Reference to tourists from Canada who come to the shore. Also reference to any tourist.
Shovel,Bosnians,Many bosnians have large heads with flat facial features.
Shovel-Head,Koreans,Believed their heads look like shovels. Also shovel-face
Shuffalong,Blacks,"Supposed to mean ""shuffle along."" Refering to lazy slaves."
Shvartz,Blacks,Yiddish (German origin) word for Black. Used neutrally and disparagingly.
Shvatsa,Blacks,Yiddish word for nigger
Shvooga,Blacks,Another word in Yiddish that means nigger
Shylock,Jews,"Comes from Shakespeare's ""The Merchant of Venice."""
Sid,Irish,Small Irish Dick. Irishmen are proud of their manhood
Silver-tip,Swedes,Many Swedes have hair so blonde that it appears silvery
Silverback,Blacks,Old Black. Silverbacks are the leaders in a pack of gorillas.
Silvery,Blacks,Cockney rhyming slang for Coon - Silvery Moon - Silvery.
Simian,Blacks,Primate
Simpson,Asians,The Simpsons are yellow
Sir Mix A Lot,Blacks,They like big butts and they cannot lie...
Siwash,Native Americans,"Originates from the French word Sauvage which means ""savage"""
Six,Blacks,"In the times of political correctness this is a good way to say Nigger without getting jumped. I belive it has to do with 6 letters in the word nigger. To use in a sentence; ""Hey, look at that 6 over there."""
Six Point(er),Jews,Six points on the star of David
Six-nose,Jews,"Jews have hooked or ""six shaped"" nose"
Six-Weeker,French,Derogatory term used by Germans due to the quick collapse of France during WWII.
Sixer,Blacks,"On the U.S. census, African American is code number six on the list of ethnicities."
Skel/Skell,Whites,"White Trash. A centuries-old word that has made a recent comeback, seems to be used mainly by blue-collar whites. Originally meant the lowest form of vagrant."
Ski,Somalians,Because they are thin (like skis)
Skier,Polish,A lot of Polish last names end with -ski
Skillet,Blacks,Refers to the color of iron skillets.
Skimo,Eskimos,Derogatory slang of 'Eskimo'.
Skinflint,Blacks,Skin appearance related.
Skinhead,Whites,A popular white supremacist group.
Skinny,Somalians,"Because of the time in 1992 where 300,000 somalians were starved. Used in the film Black Hawk Down (2002)."
Skip,Australians,"White Australians specifically. From ""Skippy the Bush Kangaroo."""
Skippy Poofter,Australians,Comes from ethnic immigrants; skippy meaning kangaroo and poofter is how aussies say someone is gay. So skippy poofter is common insult
Skunk,Mixed Races,White/Black mix
Slackjaw,Whites,A recessive gene cause the lower jaw to protrude outward more than the upper.
Slant,Asians,Facial description -- referring to the eyes.
Slantey-eye'd,Asians,Facial description -- referring to the eyes.
Slave,Blacks,Self-explanatory.
Slave Ships,Blacks,Refers to pregnant black women. The idea is that they are carrying many children packed tightly inside. Similar to a slave ship.
Sleeper Cell,Arabs,Terrorism-related
Sleepwalker,Asians,"Small eyes appear to be closed, even during the day"
Sleestack,Blacks,"From ""Land of the Lost."" The Sleestacks were stupid, slow, and apparently very lazy. They could never catch Chaka."
Slide,Blacks,"Used by some police. It was created so that they could refer to blacks in a derrogatory way and not get in trouble. Said because blacks 'slide' through everything - they're lazy. Also said, ""part of the White Castle family"" ('sliders')."
Slim,Somalians,"Same as ""Skinnie"""
Slim Shady,Whites,"From the Rapper Eminem, thought of as a white person who tries to be black."
Slingshot,Palestinians,They use slingshots as weapons
Slit,Asians,Another eye reference.
Sloat,Vietnamese,From French Indo-China [?]
Slope,Asians,"Facial description, Self-explanatory. Also: Slopehead"
Slope Head,Asians,Their faces are rather slopped
Slot Machine,Asian,their eyes look like coin slots
Slurpee,Arabs,Traditional convenience store employee.
Slurpee Jockey,Indians,Reference to convenience store franchises
Slurpee Nigger,Arabs,"Operation of convenience stores, which sell Slurpees."
Slushee-Slinger,Arabs,In reference to how many Arabians deal slushees out of their convenience stores.
Smack,Asians,"They look like they've been smacked in the forehead, giving a slope and a squint to their eye."
Smigger,Blacks,"From the joke ""what do you call a Black Smurf?"""
Smoke,Blacks,"From the similarity between their skin color and the color of smoke. Also from the way that they were said to be able to sneak around quietly, entering a room ""like smoke""."
Smoke Jumper,Whites,White women who date Black men.
Smoke-Signal,Native Americans,Many American Indians communicated by using smoke signals.
Smoked Irish,Blacks,"Irish, especially during the late 19th early 20th century, were thought of as no better than ""niggers,"" and conversely, blacks were associated with them."
Smokefoot,Blacks,Color of feet.
Smokestack,Blacks,Believed to originate in pre WW II Detroit. Comparison to the blackened smokestacks of the manufacturing plants.
Smokey,Blacks,Self explanatory
Smore,Samoans,Letters rearranged
Snail-Snapper,French,They eat snails
Snake,Whites,Refers to them being sneaky and evil.
Snake Charmer,Arabs,"Known to frequently ""charm"" Cobra snakes."
Sneakers,Blacks,They always come in pairs
Snicker Licker,Whites,Whites who date Blacks
Snigger,Arabs,Short for Sand Nigger
Snigger,Blacks,"""Snow nigger."" Black people seen on the ski slopes; a stereotype that they generally don't go skiing because they dislike the cold."
Snipcock,Jews,"Henry Ford used it, reference to circumcision"
Snipes,Blacks,Wesley Snipes is the blackest of the Black people.
Snob,Blacks,Blacks who can't afford cars and are always seen riding bikes: (S)illy (N)iggers (O)n (B)ikes
Snow,Whites,Snow is white
Snow Bird,Canadians,The Snowbirds are a group of Canadian airforce pilots who display their flying at air shows.
Snow Bird,Jews,"Refers to old Jewish retirees who transplant themselves to Florida. Although they move to the sunshine state, they stay indoors thus retaing their white color."
Snow Chink,Eskimos,They look fairly Asian and live in the snow
Snow Monkey,Canadians,Lots of snow in Canada
Snow Nigger,Eskimos,Self-explanatory.
Snowback,Canadians,Play on 'wet-back'.
Snowblower,Eskimos,An out-of-shape eskimo that breathes heavily after walking a few feet in the snow.
Snowflake,Blacks,Was used to indicate an educated black man during the civil war; white collar blacks were pretty rare - only white people had desk jobs.
Snowflake,Jews,When they would burn the Jews and the ashes would come out the smoke stacks. (See Schiendler's List)
Snowflake,Whites,"Used in the movie ""Bones"" for a black man's white woman."
Snowfrogs,French Canadians,"French = frogs, living in Canada = snow"
Snowman,Whites,Snowmen are white.
Soak,Mexicans,"Much like a wetback, when they cross the Rio Grande river their backs get soaked."
Soap Dodger,French,From the French habit of not appearing to bathe regularly. Also France supposedly has the lowest per capita soap consumption in Europe.
Socket Face,Asians,"Thier eyes are slitted, like the electrical sockets on a wall."
Sodbuster,Americans,"People moving to the Midwest built their homes out of thick sod, since no other building material was available. They also had to break up the sod to plant crops."
Soggy Cracker,Mixed Races,White/Mexican. Wetback and Cracker.
Sole,Samoan,"Pronounced 'So Lee,' means ""male"" in Somoan."
Somppu,Somalians,Somali Refugee In Finland
Son,Blacks,"Refers to the way blacks speak Ebonics and append the word ""son"" to every phrase/sentence."
Sooty,Blacks,Self-explanatory
Sortarican,Puerto Ricans,Mix of Puerto Rican and any other race. Read in National Lampoon.
Soul Food,Blacks,"From the black drama ""Soul Food."""
Soup,Mixed Races,A person who has many different races in his blood.
Southern Windchime,Blacks,During the days of the KKK many black people were hanged from th same tree.
Soutpiel,English,"South Africa Afrikaans for 'salt dick' as English South Africans have one foot in SA, the other in UK, and dicks in ocean."
Soy Sauce,Asians,They love soy sauce
Soyback,Asians,Refers to Asains always using soy sauce
Spabook,Blacks,Used by Michael Jackson for some unknown reason
Spade,Blacks,The spades in decks of cards are black.
Spaghetti Vender,Italians,Self explanatory
Spaghetti-Slurper,Italians,Popular Italian dish and method of eating said dish
Spaghetti-Twister,Italians,Popular Italian dish and method of eating said dish
Spaghetto,Italians,Italians who act Black
Spanglish,Hispanics,"Spanish-Americans; English-speaking Hispanics, also the language they speak."
Spear-Chucker,Blacks,Comes from the hunting styles of African tribal natives.
Spec,Hispanics,Baby Spic. See: Spic.
Special Meal,Jews,"When a Jewish person gets a meal on a plane, it's from the kosher menu and a special meal not offered to regular passengers"
Speed Demon,Hispanics,Amphetamines are popular among Hispanics.
Spegro,Mixed Races,Spanish/Black mix.
Spew,Mixed Races,Spanish/Jewish mix.
Spic,Hispanics,"Short for Hispanic. Might also be acronym of SPanish, Indian, and Colored, coming from the mixed breeds that resulted from the union of Spanish colonists, Indian natives, and Black (colored) slaves. From the OED. spic A. n. a. A contemptuous and offensive name for a Spanish-speaking native of Central or South America or the Caribbean; a spiggoty. - It dates back (in print) to at least 1913. However, I understand it first applied to Italian immigrants in the late 1800s - More information: 1938 Amer. Speech XIII. 311/1 ""Spiggoty"" originated in Panama during Construction Days, and is assumed to be a corruption of 'spikee de' in the sentence 'No spikee de English'"
Spic and Span,Hispanics,Self Explanatory
Spicaninny,Mexicans,Young Mexican girls. Combination form of Spic and Picaninny.
Spice Rubber,Indians,Because they use massive spices in their cuisine and they rub them on their bodies.
Spicet Fence,Mexicans,10 mexicans lined up side by side at the border.
Spickaboo,Mixed Races,Mexican/Black mix. Derived from 'Spic' and 'Jigaboo.'
SpicNic,Hispanics,"Hispanics who pull over on the side of a main highway, pop the hood on their car, set up the volleyball net, sit on thier coolers and have a picnic."
Spicracker,Mixed Races,Hispanic/White mix.
Spicy Cracker,Mixed Races,White/Mexican mix
Spider,Italians,Reference to a character in the film GoodFellas.
Spigger,Mixed Races,Hispanics/Black mix. Combination of 'Spic' and 'Nigger.'
Spike,Mixed Races,"Jewish and Hispanic, Spic + Kike = Spike"
Spink,Mixed Races,Spanish/Chinese mix. Combination of 'Spic' and 'Chink.'
Spivic,Hispanics,Often referred to Hispanics that drive Honda Civics
Spizzician,Mixed Races,"Hispanic/Guatemalan mix. Pronounced ""spizzz-ik-ien."""
Splib,Blacks,Most likely origin comes from the 1960's as an acronym for: South Philadelphia Lower-Income Blacks.
Spliv,Blacks,Washington DC area police term
Spoda,Blacks,"How blacks talk (ex.) ""We ain't Spoda be here."" (we aren't supposed to be here)"
Sponge Head,Blacks,"African's naturally bouncy/kinky hair, when uncut, tends to be big and poofy when dried out. When you sqeeze it it seems as if it would bounce back at release"
Spook,Blacks,"Because of their dark skin, which can blend into the night, making them ghost-like."
Spoon,Blacks,From the reflection you see when looking at a spoon. Originates from the shape of a Black person's nose
Spoonbill,Blacks,A spoonbill is a type of bird. Look at one and the origin will be obvious.
Spoonhead,Cardassians,Facial feature looks like a spoon on their forehead
Spota,Blacks,"(Pronounced Spoh-tuh) Stereotype of dumb inner city blacks' slang for supposed to. ""Spota get a job. Spota take care of the kids. Spota not break the law."""
Spread,Mexicans,"They continue ""spreading"" across the United States."
Sprout,Belgians,"Obscure Monty Python reference; take on ""brussel sprouts"", hence Belgians."
Spruce Monkey,Native Americans,Spruce forests
Spud,Irish,The heavy influence of the potato in Ireland.
Spudnigger,Irish,"Irish/Potato relationship. Also, Spudfucker."
Sputnik,Russians,"The world's first artificial satellite sent into space. Not really a heinous threat, but sounds that way."
Squanto,Native Americans,Name of a Native American who helped the English colonists in Massachusetts develop agricultural techniques and served as an interpreter between the colonists and the Wampanoag.
Squarehead,Scandanavians,"Shape of head, late 19th/early 20th century American word. Applies to all Scandinavians."
Squarehead,Albanians,Many Albanians seem to have a square head
Squaw,Native Americans,"Refers to Native American women. Usually thought to refer to a woman's vagina, but this is fairly controversial."
Squaw Hopper,Native Americans,"Usually associated with natives, but also used for anyone in a relationship with a native female"
Squint,Asians,Facial reference
Stable Boy,Croats,"Their most common occupation in Austrian Empire. Betch-key ko-new-sharey, Serbian pronounciation."
Stacks,Blacks,"From the movie Goodfellas, character Stacks Edwards, the only black character, manages to fuck up the heist."
Stallion,Italians,"Like in the movie Rocky, Rocky an Italian, was know as the Stallion."
Stan,Arabs,"AfghaniSTAN, PakiSTAN, etc."
Stein,Jews,Common name
Stepn Fetchit,Blacks,"Stage name of American actor Lincoln Perry, type cast as a slow, uneducated & easily frightened Black man. Derogatory term also used to suggest the toady behavior of Black civil servants."
Still,Falkland Islanders,"After British troops were forbidden to use the insulting term ""Bennies"", they named the Islanders ""Stills"" - because they were still Bennies."
Stinkian,Armenians,Odor
Stormwatcher,Whites,Trailer trash that are forced to watch tornadoes while trapped in trailors.
Stovelid,Blacks,"A book from the 1950's set in Florida (_The Lotus Eaters_) used Stovelid, which makes some sense if you've ever operated a big wood stove - the lids are the disks set into the big holes on top (these eventually became burners when the design was refined to use gas or electric)."
Stovepipe,Blacks,"Stovepipes from wood-fired stoves get encrusted with black soot, hence the association."
Strange Fruit,Blacks,Coined by Blacks during slavery to refer to other Blacks who were hanged from trees. Used in a Billie Holiday song during the Civil Rights movement. See: Apple (2).
Strap Hangers,Blacks,"When the whites were sitting on the bus, the blacks had to stand and hold onto the strap."
Street Cheetah,Blacks,"A reference to the ghetto, i.e. uneducated Black criminals hanging around the streets day and night, along with the speed of young black males, like Cheetahs, the fastest animals in the jungle."
Stump/Tree Jumper,Whites,"Rednecks use Stump Jumper or Tree Jumper against hillbillies lower than themselves, but they also use it to point out hillbillies that commit incest- jumping the family tree."
Sub-Human,Blacks,They are said to be the missing link between apes and humans.
Sudaca,South Americans,Used in Spain as a derogatory term for South American immigrants. Derived from the Spanish word for South American (sudamericano).
Suddha,Whites,"Sinhala (Sri Lankan language) word for white. Similar to ""Gora"""
Sun Goblin,Arabs,"Small, ulgly, vicious creatures of a sunny land"
Sunarefa,Arabs,"Used by Russian metal band Korrozia Metalla on the song (title translates to) ""Kill The Sunarefa."" Sunarefa refers to a Soviet brand of cold medicine. I do not know if Korrozia Metalla (Corrosion of Metal) were the first to use this slang or how it came about, but it seemed very widly understood among Russian youth."
Sunny Side Up,Asians,"Refers to Asians who believe they are white on the inside and try to fit in with whites, but are really Asian and yellow on the outside. Sunnyside up has a white inside and yellow outside"
Suntan,Blacks,Refers to their dark skin color.
Superfly,Pacific Islanders,"WWF wrestler ""Superfly"" Jimmy Snuka. Could be used for any dark-skinned individual."
Surrender Monkeys,French,Referenced by Groudskeeper Willy on the Simpsons
Suspect,Blacks,Self-explanatory.
Svenne,Swedes,Used by immigrants in Sweden about Swedes
Swami,Indians,A Hindu religious teacher.
Swamp Donkey,Blacks,Blacks from rural areas
Swamp Kike,Cajuns,"It has been said that Cajuns are the Jews of Louisiana because of their propensity for commerce and finance. The slur is used by any non-Cajun, Black and White alike."
Swamp Yankee,Americans,"Of the same nature as ""trailer trash"", but referring to a poor Whites who live in the boonies."
Swamp-Runner,Blacks,Blacks running from slavery
Swamper,Blacks,"Refers to poor blacks who live in rural areas, especially if the area is predominantly white"
Swan,Whites,Slut With A Nigger (S.W.A.N.)
Swap,Mixed Races,Italian/Mexican. Spic + Wop
Sway,Blacks,They tended to sway from trees back in the Civil War days.
Sweaty,Blacks,Perception that blacks appear sweaty and greasy.
Sweaty Sock,Scottish,Cockney rhyming slang -- Jock = Sweaty Sock
Swedish Meatball,Swedes,Greasy beef balls from Sweden.
Sweetback,Blacks,"Name of Black Pimp in Melvin Van Peebles movie who kills white police and gets away with it, common aspiration of black ghetto youths"
Swine,Whites,Relates to the pink color of the pig's color. Tendency for the pig to lay in or eat anything. (Refers also to police men)
Swinger,Blacks,Blacks being hung
Swirlie,Mixed Races,Black/White mix.
Tab,Asians,Trendy Asian Bitch. Self explanatory
Tabeetsu,Whites,"Used by Chinese. Means ""great-nosed ones""."
Table Face,Asians,They tend to have flat faces.
Taco,Hispanics,Because they eat tacos.
Taco Bender,Hispanics,Because they eat tacos.
Taco Jockey,Mexicans,Self-explanatory
Taco Nigger,Hispanics,Because they eat tacos.
Taco Shell,Whites,White women who sleep with Mexicans
Tad Pole,French,French baby
Taffy,Welsh,"The Taff is the name of the river that runs through Cardiff, the capital of Wales. Also from a poem that starts: ""Taffy was a Welshman, Taffy was a thief...."" Another explanation is that Taffy is based on an English pronuciation of the common Welsh first name, ""Daffyd"" (David)."
Tagger,Blacks,They often leave the tags on clothing.
Tai-chink,Asians,Martial arts.
Taig,Irish,"Means ""hero"" in Gaelic. Used today as an insult by the Loyalist community in N Ireland."
Tailless Monkeys,Filipinos,"Americans who came to the Philippines at the end of the 19th century called Filipinos tailless monkeys because they were small, brown, and said to live in trees."
Tamale,Hispanics,A common latin American food.
Tans,British,"Refers to the criminal army the English sent into Ireland to rape, plunder, and terrorize the inhabitants. The uniform was made up of tanned bottoms and dark upper clothing. They became known as the black and tans."
TAP,Americans,Typical American Prick
TAP,Taiwanese,Taiwanese American Princess
Tape Head,Asians,Facial characteristics--slanted eyes as if someone pulled back their eyes using Scotch tape around the back of their head.
Tar Baby,Blacks,"Skin color. From the ""Uncle Remus"" (Br'er Rabbit) story."
Taran,Romanians,Equivalent to calling someone a redneck.
Target,Iraqis,Gulf War related.
Target,Indians,The dot on their head looks like a laser sight.
Taro,Polynesians,They eat a hell of a lot of Taro. It's why they're so big
Tater Tot,Irish,Irish Child.
Taxi,Asians,Taxis are yellow
Taxi Driver,Indians,The famous New York taxi drivers
Tea-wop,British,Tea-drinking immigrants.
Teabag,British,British are said to drink a good deal of tea.
Ted Stevens,Blacks,A brand of candied chocolate in England; Quite dull and worthless.
Tee-Pee Creeper,Native Americans,Some live in tee-pees.
Termite,Whites,"Termites are typically white, pale, or clear."
Terr-ab,Arabs,Short for terrorist-Arab
Terrence,Blacks,"Likely comes from the black singer Terence Trent D'Arby, who claimed that his debut album was the most important album since ""Sgt. Pepper"" and then bored his audience with self-important lyrics, losing major credibility in the process."
Terrone,Italians,"Southern Italians. Any Italian living more south than Rome, very offensive, describes living standards and cultural differences from the more European north. The Italian word ""Terra"" means land or dirt so a Terrone is one who works with the land."
Terrorist,Arabs,Self explanatory.
Test-Taker,Asians,Asians are always taking standardized tests to further their education.
Tetris,Russians,Popular video game which originated in Russia
Tex-mex,Mexicans,"A person of hispanic lineage, hopefully Mexican, that is from Texas."
Texican,Mexicans,"Brown texans, usually illegal and doing drywall work. Technically: a Hispanic-American that lives in Texas"
Thank You Come Again,Indians,A phrase made popular by stereotypical Indian convenience store owner Apu on The Simpsons.
The Element,Blacks,Used in reference to minorities in terms of location. Example: This neighborhhod was nice until the element moved in. Not necessarily specific to Blacks.
The Missing Link,Blacks,The oldest living black person in a community.
Thick Lips,Blacks,Originates from Shakespeare's Othello
Thick Mick,Irish,"Commonly used in England where Irish immigrants did much of the manual labour. Thick meaning stupid, Mick as an abbreviation of Michael, a common Irish Christian name."
Thief,Blacks,Common stereotype
Thin-Eyed,Asians,"In Russian ""uzko glaziye"" means ""thin eyed"" and is used for referring to all Far East Asians."
Thing-a-manigger,Blacks,Used when talking about a third(black) person you don't know.
Thirty-Six-Thirty (36-30),Blacks,The latitude line between slave and free states
Thistle Arse,Scottish,Emblem of the country. Apparently used by other United Kingdom Inhabitants
Three-Fifth (3/5),Blacks,"Same vain as Point-Six. In reference to the 3/5ths Compromise, where the US Gov't decided that slaves (Blacks) only counted as 3/5ths of a person for population reasons."
Thug,Whites,Represents white ppl/teenagers or young adults that want to be black.
Thumper,Blacks,"Blacks listen to loud ""thumping"" music in their cars."
Tibbs,Blacks,"Reference to one of the cast members of ""In the Heat of the Night."""
Tibla,Russians,"Ti blya. The slur roughly translates to: ""you, damn it"" or ""you, fucking..."""
Tico,Costa Ricans,"Nickname, non-derogatory."
Tifuti,Blacks,"Black Brazilians. Word for ""niggar"" in Brazil, pronounced CHEE-foo-CHEE"
Tiger,Mixed Races,Thai/Black. Thai + nigger. An equivalent to eggplant. Originating from Tiger Woods racial heritage.
Tigger,Blacks,"A ""typical nigger"""
Timber Nigger,Native Americans,Similar to Prairie Nigger.
Tinty,Asians,"Their eyes are tinted, and can not be seen into, only out of. Also pertaining to Asian woman who sleep with numerous men in one night."
Tiny,Asians,"For their small stature (penis, etc)"
Tiny Tim,Whites,Reference to White people supposedly having smaller penises.
Tipi Tom,Native Americans,Combination if Tee-pee living and tom-tom usage.
Tira-flecha,Latin Americans,"Racial term mostly used by Cubans or White Hispanics referring to the Mestizo peoples (or mixed Indian/Spanish) of Central or South america (since Cubans have no Indian ancestry). Means ""One who throws arrows."""
Tire-Hugger,Mexicans,"Method used to cross Rio Grande, floating on inner tubes and tires."
Tizzun,Blacks,Neapolitan derogatory term for black person.
TNT,Filipinos,"""Tago Nang Tago"" It's a filipino thats an illegal alien. Translates to ""hides and hides"" (from the I.N.S.)"
Toad,French,"Frog-related, see: frog."
Toad,Blacks,"In prison, this is a widely used word for blacks."
Toboggan,Trinidadians,Play on quiet rivalry between Trinidad and Tobago
Toby,Blacks,"Reference to the character in ""Roots."""
Toilet Swimmer,Blacks,"When sitting on the toilet, reference to large genetalia"
Tojo,Japanese,"General Hideki Tojo, Japanese Prime Minister during WW2. Ordered the attack on Pearl Harbor."
Token,Blacks,Indicates that a person is unqualified for his/her position and received it on racial grounds. One of the two black characters on the show South Park is named Token. Could be used for any race.
Tokenbump,Blacks,For blacks that ride in hoopties with loud systems and smoke marijuana
Tom Robinson,Blacks,"Black criminals. Comes from ""To Kill a Mockingbird"""
Tomahawk-Chucker,Native Americans,Self-explanatory.
Tomahonky,Native Americans,Normally refers to whites with a Native American heritage. Combo of tomahawk + honky
Tomato Picker,Hispanics,Hispanics pick tomatoes.
Tommy,British,"Tommy Atkins was a fictional soldier used to represent all British soldiers for morale purposes during WWI.
http://www.britains-smallwars.com/Anecdotes/TommyAtkins.htm

- Origin in dispute."
Tonk,Mexicans,"Illegal Mexican immigrants. ""Tonk"" is the sound that is made when the illegals are hit over the head with the large flashlights/batons that the US border patrolmen carry."
Tonto,Native Americans,"Native American character from The Lone Ranger. Spanish for ""Idiot"""
Tony,Italians,"Started when there was a big Italian emigration to the U.S. Their Luggage would say ""TO NY"" (New York)."
Tony Soprano,Italians,Suggests that all Italians are in the mob
Tootsie Rolls,Blacks,Black children. Tootsie rolls are small and brown.
Tornado Bait,Whites,Refering to trailer trash conmonly hit by tornadoes
Tory,Irish,"Bandit, from the Irish Tory Island, a noted have for bandits and pirates. Also common slang term for a member of Canada's Conservative party."
Toubob,Whites,"""Toubob"" was the Mandika word for whites in the novel ""Roots"""
Toucan Sam,Jews,"Toucans have large, protruding beaks"
Tounge-Clicker,Blacks,The Language for som African Peoples involves clicking of the tounge
Towel-head,Arabs,Referring to a popular Muslim headdress. Also: Rag-head.
Towlie,Arabs,Self explanatory
TP,Pakistanis,"Means Typical Paki. Insult used by western born Pakistanis against other Pakistanis who are acting like they are ""straight off the boat"""
TPT,Whites,"Short for ""trailer park trash."""
Trail Nigger,Native Americans,Self Explanatory
Trailer Trash,Whites,"Similar to ""White Trash"" but only used for lower-class Whites who live in trailer parks."
Trash,Whites,"Self-explanatory. Usually used as ""White trash,"" ""Poor white trash,"" or ""Trailer trash."""
Tree Hockey,Blacks,Used by hockey players to make fun of blacks playing basketball.
Tree Ornament,Blacks,Hanging reference.
Tree-Jumper,Blacks,"Mike Tyson in an interview referred to others calling him a ""tree jumper"", obviously because monkeys in the jungle jump between trees in the forest canopy"
Tree-Looper,Whites,"Rednecks are commonly known for incest, thus 'looping' the family tree"
Tree-Swinger,Blacks,Either from monkeys or the victim of a lynching.
Triad,Asians,The Asian mob based out of Macao is called the Triad.
Triathlete,Mexicans,"Mexicans that can run, jump, or swim are already in the US."
Trigger,Blacks,Rerence to high murder rate. Sounds like Nigger
Tripod,Blacks,Stereotypical large penises
Triscuit,Whites,White trash so bad they are worse than a cracker
Trisket,Mixed Races,Mexican/White; A brown cracker.
Trog,Whites,"Used by Police in relation to unemployed whites. Short for Troglodyte or ""cave dweller."""
Tsinker,Thais,They can't swim
Tuft,Greeks,"Many Greeks wear their hair high on the front of their head, apparently because they use it for protection when in a fight"
Tuna,Portuguese,Portuguese in San Diego worked principally as tuna fishermen.
Tundra Nigger,Native Americans,"same as prarie nigger, but Eskimos are a different species of animal than Indians."
Tunnel Digger,Vietnamese,They used to dig foxholes and tunnels in Vietnam to kill American soldiers.
Tunnel Rat,Vietnamese,They used to dig interconnected series of tunnels through which they would live.
Tupperware Head,Austrians,"Related to slur ""Boxhead"" for Germans.. it's a slightly more efficient and cleaner version of a box."
Turbinator,Indians,Seekh Indians wear turbans because their religion dictates that they may not cut hair
Turco,Arabs,"Used primarily in Spanish-speaking countries, and South America in particular as a derogatory term for people of Arabic descent. It means ""Turk,"" a much-hated nation by other Arabic states, in Spanish."
Turf-Cutter,Irish,"Turf is peat moss, found in deep layers in Ireland. It was originally cut by most Irish farmers and used as fuel (an early form of coal). More modernly, it could apply to any drunk Irishmen working as greenkeepers, such as on golf courses."
Turkey,Whites,Turkey is white meat
Turkey Sandwich,Turkish,Self-explanitory.
Turkish Axe,Turks,Brand of deodorant. Greeks use this word for Turks as many of them they usually don't take a bath for days. They mostly use this deodorant for days
Turtleneck,French,Many of the French are uncircumcised.
Tuskan Raider,Arabs,"Inspired by Star Wars, they are the sand people with the spears."
Tusken,Somalians,"Star Wars reference to the Tuscan Raiders, nomadic desert dwellers that no one likes."
Tusken Raider,Arabs,Sand people in Star Wars
Tutsoon/Tootsoon,Blacks,Origins in Chicago (particularly Italians).
Twink,Taiwanese,"Similar to ""chink"""
Twinkie,Asians,"An Asian-American who has lost their heritage. Yellow on the outside, white on the inside."
Twister Fodder,Americans,"Many Midwesterners live in ""Tornado Alley,"" which is known for having a disproportionate number of tornados every year."
Two Stroke,Asians,Eyes look like 2 strokes
TWO-TONE,Mixed Races,Self Explanatory
Tycoon,Blacks,A black man from Thailand
Tyrone,Blacks,Popular Black name
Tyvek,Blacks,"Refers to unusual names given to many black men; actually, a material used by Du Pont for large mailing envelopes."
Ubangi,Blacks,A river in Africa.
Uda,Spanish,"Spanish accordion player. Origins unknown, thought to come from Philadelphia area."
UFO,Asians,Ugly Fucking Oriental.
Uke,Ukrainians,"Short form of Ukrainian, not derogatory, commonly used by Ukrainians to refer to themselves or one another."
Ukey,Ukrainians,"Name which they call one another, when others call them this it is derogratory similar if a non-Black calls a Black nigger"
Umlungu,Whites,"Zulus called whites this, meaning the white scum that forms in the surf."
Uncle Ben,Blacks,Black man on the famous rice box.
Uncle Ben's Boys,Vietnamese,"From the Vietnam War, referring to Vietnamese soldiers, due to large number of rice patties."
Uncle Daddy,Whites,Rumors of inbreeding in the Appalachians.
Uncle Scam,Americans,In reference to Uncle Sam but with America's bad reputation
Uncle Tom,Blacks,"Blacks who suck up to white people. In reference to the Uncle Tom character in the famous 1852 book ""Uncle Tom's Cabin"" by Harriet Beecher Stowe."
Underbite,Koreans,Koreans are said to have large underbites.
Unemployus Africanus,Blacks,Genus & species. Scientific name. self explanatory
Uni-brow,Greeks,They tend to have hairy the eyebrows that often meet and appear as one. Also applies to some Italians.
Upsurt,Bulgarians,"This is how Bulgarians pronounce the word ""Absurd"". It is also a popular Bulgarian rap-group."
Urban Turban,Arabs,Arab who tries to act black
Urkel,Blacks,"Nerdy Blacks. Character from ""Family Matters"" TV show."
Uzbek,Asians,Armenian word for people with slanted eyes.
Vacuum Cleaner,Blacks,"Their noses represent a vacuum. Also used because they ""vacuum up"" much cocaine."
Vamp,Whites,"Possibly the lack of melanin resembles the pale skin of a vampire. Another reason could be vampires need blood, and whites tend to look cold and in need of a blood transfusion."
Vanilla,Whites,Originates from vanilla ice cream and the white pop star Vanilla Ice.
Vanilla Asian,Russians,They are white Asians
Vanilla Coke,Blacks,Black people with white personalities.
Vanilla Gorilla,Blacks,"A black guy who acts white. Used mostly to describe unathletic blacks, who, according to stereotypes, should be naturally good at sports"
Vanilla Ice,Whites,In reference to the singer Vanilla Ice.
Vato,Mexicans,"Originates from Chicano slang. In Spanish it means ""guy"". Can be compared with ""dude""."
VC,Asians,"Term used to describe ""Viet Cong"" during the Vietnam War. Often used now to group all Asians as the enemy or as untrustworthy."
